amount,hour_of_day,day_of_week,merchant_category,country,device_type,is_foreign_transaction,distance_from_home_km,num_transactions_last_24h,avg_transaction_amount_30d,account_age_days,is_new_device,card_present,is_fraud,transaction_id
50.83,16,4,restaurant,GB,mobile_app,1,10.2,0,50.12,2371,0,0,0,TXN104960
37.13,1,2,fuel,CA,web_safari,1,20.34,0,116.39,1758,1,1,0,TXN104961
92.27,11,6,utilities,US,mobile_app,0,51.85,5,49.76,1880,0,0,0,TXN104962
126.74,12,1,grocery,US,mobile_app,0,70.75,4,77.02,2812,0,0,0,TXN104963
68.37,15,3,healthcare,US,mobile_app,0,22.62,0,71.09,2262,0,0,0,TXN104964
40.4,16,1,restaurant,US,pos_terminal,0,16.66,1,131.48,1105,0,0,0,TXN104965
75.87,10,0,fuel,US,mobile_app,0,51.63,2,75.03,2878,0,1,0,TXN104966
94.77,13,5,online_retail,FR,mobile_app,1,18.39,4,86.16,1181,0,1,0,TXN104967
79.16,12,0,utilities,BR,web_safari,1,11.66,3,43.73,2169,0,1,0,TXN104968
64.8,17,0,utilities,US,mobile_app,0,10.38,1,49.71,543,0,1,0,TXN104969
85.55,9,5,healthcare,CA,web_safari,1,31.18,3,35.37,506,0,1,0,TXN104970
45.91,16,3,grocery,CA,web_chrome,1,16.74,1,91.08,944,0,1,0,TXN104971
164.1,6,0,fuel,IN,mobile_app,1,1.73,2,54.06,1150,0,0,0,TXN104972
121.51,9,3,healthcare,CA,mobile_app,1,4.82,2,93.99,72,0,1,0,TXN104973
126.2,19,3,grocery,NG,mobile_app,1,37.48,2,64.46,1848,0,1,0,TXN104974
12.33,18,3,restaurant,US,mobile_app,0,38.24,1,71.39,226,0,1,0,TXN104975
85.75,7,6,entertainment,US,web_chrome,0,4.96,1,101.99,456,0,1,0,TXN104976
111.56,20,0,utilities,US,web_chrome,0,22.64,2,43.9,1075,0,1,0,TXN104977
128.14,15,6,grocery,CA,mobile_app,1,25.26,0,62.89,904,1,1,0,TXN104978
1138.4,4,5,online_retail,US,atm,0,540.25,9,36.48,2230,0,0,1,TXN104979
30.22,17,6,electronics,BR,web_chrome,1,6.76,3,72.72,371,0,0,0,TXN104980
129.13,11,0,fuel,US,web_safari,0,60.58,1,68.8,1906,0,0,0,TXN104981
19.23,23,4,utilities,US,mobile_app,0,4.67,3,40.42,2232,0,1,0,TXN104982
155.28,11,4,online_retail,SG,mobile_app,1,4.22,3,85.62,2736,0,0,0,TXN104983
27.67,17,4,grocery,IN,atm,1,34.61,0,96.49,1289,0,1,0,TXN104984
167.34,17,4,utilities,GB,mobile_app,1,0.32,0,87.22,718,0,0,0,TXN104985
141.48,15,2,travel,US,mobile_app,0,27.99,2,104.59,185,0,0,0,TXN104986
63.14,22,2,travel,SG,web_safari,1,50.37,3,87.68,1166,0,1,0,TXN104987
30.2,9,0,jewelry,US,mobile_app,0,24.84,1,66.54,2736,0,1,0,TXN104988
150.15,5,6,electronics,SG,mobile_app,1,33.02,3,80.8,929,0,0,0,TXN104989
72.54,20,4,grocery,US,web_safari,0,24.4,1,78.13,1455,1,1,0,TXN104990
63.89,17,2,jewelry,CA,mobile_app,1,0.03,2,84.36,1316,0,1,0,TXN104991
200.16,10,1,online_retail,US,web_safari,0,6.4,2,122.36,2308,0,1,0,TXN104992
31.27,12,6,online_retail,US,mobile_app,0,13.77,1,131.5,1795,0,1,0,TXN104993
171.14,19,2,jewelry,US,mobile_app,0,9.72,1,117.62,2926,0,1,0,TXN104994
243.44,12,4,online_retail,SG,mobile_app,1,39.32,4,78.35,114,0,0,0,TXN104995
134.29,19,5,entertainment,BR,mobile_app,1,59.92,2,59.25,566,0,1,0,TXN104996
199.88,18,1,jewelry,US,web_safari,0,8.1,2,107.07,320,0,1,0,TXN104997
24.0,15,3,online_retail,CA,web_chrome,1,21.59,2,98.26,1589,0,1,0,TXN104998
74.7,8,2,entertainment,CA,web_chrome,1,3.41,0,35.34,1759,0,1,0,TXN104999
55.31,8,6,entertainment,BR,pos_terminal,1,23.62,3,43.41,1848,0,1,0,TXN105000
26.13,1,0,fuel,IN,web_safari,1,33.57,0,70.36,575,0,0,0,TXN105001
92.18,5,3,entertainment,US,mobile_app,0,28.27,1,66.81,1363,0,0,0,TXN105002
201.63,18,5,online_retail,FR,web_chrome,1,20.15,0,109.26,1233,0,1,0,TXN105003
80.06,13,6,restaurant,US,web_chrome,0,31.11,2,97.12,1457,0,1,0,TXN105004
55.82,13,4,electronics,DE,pos_terminal,1,32.46,0,94.59,846,0,0,0,TXN105005
73.73,14,4,fuel,US,web_chrome,0,26.62,4,73.86,2250,0,1,0,TXN105006
84.65,13,3,utilities,US,mobile_app,0,22.07,0,68.53,1565,0,1,0,TXN105007
53.33,23,0,grocery,US,mobile_app,0,12.11,2,20.95,334,0,1,0,TXN105008
72.65,13,6,entertainment,IN,mobile_app,1,32.49,2,60.66,1684,0,0,0,TXN105009
89.46,12,6,fuel,GB,pos_terminal,1,14.19,2,69.5,2536,0,1,0,TXN105010
53.16,16,1,fuel,US,web_safari,0,39.78,1,72.46,656,0,0,0,TXN105011
28.61,10,2,jewelry,AU,pos_terminal,1,47.88,0,111.13,659,0,1,0,TXN105012
44.27,11,6,utilities,US,web_chrome,0,20.39,3,90.44,301,0,0,0,TXN105013
328.32,17,0,online_retail,IN,mobile_app,1,308.69,6,77.84,1155,1,1,1,TXN105014
70.76,15,0,utilities,DE,mobile_app,1,48.67,1,134.76,1529,0,1,0,TXN105015
71.04,20,5,online_retail,US,web_safari,0,31.28,4,92.27,1365,0,1,0,TXN105016
198.73,12,1,electronics,AU,mobile_app,1,9.68,3,5.4,2040,0,1,0,TXN105017
14.95,22,6,healthcare,AU,web_safari,1,23.92,1,67.66,1394,0,1,0,TXN105018
43.2,20,1,utilities,IN,mobile_app,1,12.06,2,39.98,1254,0,0,0,TXN105019
24.45,17,5,online_retail,US,mobile_app,0,5.08,2,63.92,2875,0,1,0,TXN105020
31.04,22,1,jewelry,CA,mobile_app,1,20.19,3,79.99,2769,0,0,0,TXN105021
50.41,21,0,grocery,DE,mobile_app,1,21.11,3,105.74,240,0,0,0,TXN105022
81.25,11,1,restaurant,US,mobile_app,0,25.39,3,60.85,1831,0,0,0,TXN105023
68.26,8,3,fuel,IN,mobile_app,1,36.27,1,173.66,2033,0,1,0,TXN105024
75.49,16,3,utilities,US,mobile_app,0,15.22,1,70.64,1996,0,1,0,TXN105025
209.94,13,2,entertainment,IN,mobile_app,1,1.85,4,129.84,2994,0,1,0,TXN105026
18.55,10,1,grocery,AU,mobile_app,1,2.35,2,60.76,2211,0,0,0,TXN105027
19.03,16,3,entertainment,FR,mobile_app,1,1.19,2,78.57,893,0,1,0,TXN105028
21.04,20,0,restaurant,US,mobile_app,0,41.57,2,29.72,270,0,1,0,TXN105029
124.15,18,4,electronics,US,web_chrome,0,12.39,1,72.83,351,0,1,0,TXN105030
209.17,20,2,jewelry,SG,web_safari,1,7.03,1,122.69,1621,0,1,0,TXN105031
82.73,22,4,online_retail,FR,mobile_app,1,7.85,1,80.26,1382,0,0,0,TXN105032
40.07,19,2,travel,US,mobile_app,0,28.51,0,63.07,1717,0,1,0,TXN105033
103.18,18,6,online_retail,US,mobile_app,0,14.17,2,76.56,2734,0,1,0,TXN105034
10.37,20,2,restaurant,FR,mobile_app,1,20.35,0,127.99,2778,0,1,0,TXN105035
55.22,12,0,utilities,US,mobile_app,0,4.96,0,99.78,2783,0,1,0,TXN105036
134.78,19,4,grocery,NG,web_safari,1,48.98,1,28.75,540,0,0,0,TXN105037
10.51,18,2,electronics,US,mobile_app,0,17.57,1,89.89,1385,0,1,0,TXN105038
110.35,17,0,entertainment,US,atm,0,6.95,3,66.15,2409,0,1,0,TXN105039
166.2,17,5,online_retail,US,mobile_app,0,29.08,2,76.99,1272,0,0,0,TXN105040
58.92,23,3,fuel,IN,mobile_app,1,21.85,3,68.27,1427,0,1,0,TXN105041
62.84,9,1,utilities,US,mobile_app,0,14.05,0,51.26,1596,0,1,0,TXN105042
122.55,18,1,restaurant,US,mobile_app,0,2.25,1,65.96,1763,0,0,0,TXN105043
22.72,17,6,jewelry,US,mobile_app,0,2.75,3,71.35,1039,0,1,0,TXN105044
113.4,20,3,travel,US,mobile_app,0,196.89,12,106.76,2276,0,0,1,TXN105045
68.85,19,5,utilities,US,pos_terminal,0,0.97,3,98.13,188,0,1,0,TXN105046
88.08,13,2,utilities,US,pos_terminal,0,28.19,4,55.21,247,0,0,0,TXN105047
16.36,13,5,travel,AU,mobile_app,1,12.5,2,75.7,1739,0,1,0,TXN105048
84.06,20,1,electronics,US,mobile_app,0,26.05,2,83.9,865,0,0,0,TXN105049
49.48,8,6,grocery,US,mobile_app,0,65.23,0,122.64,2604,0,1,0,TXN105050
62.86,1,4,entertainment,US,mobile_app,0,31.05,4,65.36,1371,0,0,0,TXN105051
62.05,22,6,restaurant,US,mobile_app,0,26.63,3,59.58,864,0,1,0,TXN105052
72.8,11,3,entertainment,US,atm,0,20.28,2,99.86,1839,0,1,0,TXN105053
212.17,18,2,jewelry,US,web_safari,0,16.19,3,97.17,2841,0,0,0,TXN105054
64.15,14,1,entertainment,CA,mobile_app,1,13.49,1,88.0,2677,0,0,0,TXN105055
427.87,16,6,online_retail,CA,web_safari,1,4.63,0,127.07,98,1,1,0,TXN105056
223.97,13,2,jewelry,US,pos_terminal,0,0.99,2,46.43,776,0,1,0,TXN105057
49.62,16,0,restaurant,US,mobile_app,0,26.83,3,112.69,515,0,0,0,TXN105058
103.22,19,6,online_retail,CA,pos_terminal,1,17.56,3,67.36,245,0,0,0,TXN105059
28.96,19,3,travel,US,pos_terminal,0,0.63,1,72.23,1577,0,1,0,TXN105060
79.5,12,2,fuel,US,mobile_app,0,9.13,2,69.31,183,0,1,0,TXN105061
34.28,0,3,restaurant,CA,web_chrome,1,25.98,2,66.0,782,0,1,0,TXN105062
75.02,18,2,grocery,US,web_chrome,0,9.89,3,75.8,2233,0,0,0,TXN105063
291.44,11,5,entertainment,US,web_chrome,0,0.73,1,114.69,197,0,0,0,TXN105064
134.38,13,3,entertainment,US,mobile_app,0,44.14,1,75.03,2819,0,1,0,TXN105065
4.37,9,2,healthcare,US,mobile_app,0,38.93,1,76.04,2219,0,1,0,TXN105066
268.58,18,5,restaurant,US,pos_terminal,0,6.63,1,75.52,705,0,0,0,TXN105067
56.08,11,5,grocery,US,web_chrome,0,1.15,0,17.03,1708,0,1,0,TXN105068
139.58,9,2,grocery,GB,mobile_app,1,47.44,4,105.71,2447,0,1,0,TXN105069
101.21,19,5,entertainment,FR,pos_terminal,1,24.07,4,54.72,1415,0,0,0,TXN105070
13.37,11,5,utilities,US,mobile_app,0,10.3,0,120.95,2050,0,1,0,TXN105071
56.18,11,0,restaurant,US,atm,0,21.17,4,93.53,1011,0,1,0,TXN105072
10.32,12,5,entertainment,GB,pos_terminal,1,19.7,2,104.91,2899,0,1,0,TXN105073
71.82,12,2,grocery,US,mobile_app,0,44.62,1,64.58,533,0,1,0,TXN105074
41.08,14,0,utilities,US,mobile_app,0,18.25,1,40.65,2435,0,0,0,TXN105075
139.47,9,5,restaurant,US,mobile_app,0,8.45,1,137.99,2093,0,1,0,TXN105076
33.42,22,1,jewelry,US,mobile_app,0,0.02,2,77.79,2682,0,0,0,TXN105077
57.2,13,1,electronics,US,web_chrome,0,17.46,0,51.86,2948,0,1,0,TXN105078
80.6,14,0,healthcare,US,mobile_app,0,21.61,0,78.67,1725,0,1,0,TXN105079
76.1,23,4,entertainment,IN,web_chrome,1,14.22,5,73.27,1394,0,0,0,TXN105080
28.79,14,1,entertainment,US,atm,0,2.2,1,134.67,2077,0,1,0,TXN105081
54.1,7,1,travel,US,mobile_app,0,8.05,2,73.11,208,0,0,0,TXN105082
28.25,15,6,restaurant,US,mobile_app,0,15.76,1,28.74,323,0,1,0,TXN105083
149.93,8,5,jewelry,US,web_safari,0,31.28,1,109.38,1627,0,1,0,TXN105084
111.25,21,2,online_retail,US,mobile_app,0,29.78,2,117.13,2714,0,1,0,TXN105085
86.6,12,2,healthcare,CA,pos_terminal,1,48.85,1,81.48,2838,0,1,0,TXN105086
188.61,14,2,electronics,US,mobile_app,0,22.02,1,115.13,2099,0,1,0,TXN105087
26.96,4,2,restaurant,SG,web_chrome,1,5.64,5,82.84,2787,0,1,0,TXN105088
73.28,21,0,electronics,BR,mobile_app,1,38.21,2,87.13,1576,0,1,0,TXN105089
107.81,14,4,utilities,CA,web_chrome,1,33.11,1,131.2,1391,0,1,0,TXN105090
70.34,19,1,entertainment,US,mobile_app,0,17.76,4,142.73,2830,0,1,0,TXN105091
17.85,9,3,online_retail,GB,mobile_app,1,36.09,2,84.11,1223,0,1,0,TXN105092
128.67,5,5,jewelry,DE,mobile_app,1,13.34,1,92.31,2036,0,1,0,TXN105093
59.68,11,2,jewelry,CA,mobile_app,1,4.36,7,101.23,2290,0,1,0,TXN105094
63.02,9,5,healthcare,FR,atm,1,11.93,4,108.13,1129,0,0,0,TXN105095
56.93,16,4,utilities,GB,mobile_app,1,21.24,6,68.99,2496,0,0,0,TXN105096
74.82,19,3,restaurant,FR,mobile_app,1,16.86,5,66.87,215,0,1,0,TXN105097
43.59,21,3,travel,DE,mobile_app,1,25.54,1,35.35,1416,0,1,0,TXN105098
245.48,0,5,jewelry,CA,web_chrome,1,616.07,4,102.59,2513,1,0,1,TXN105099
10.77,20,5,jewelry,US,web_chrome,0,30.66,1,64.22,654,0,1,0,TXN105100
123.36,10,5,entertainment,FR,pos_terminal,1,13.23,0,122.67,2749,0,0,0,TXN105101
66.99,8,1,healthcare,BR,mobile_app,1,9.67,1,35.56,664,0,1,0,TXN105102
151.8,15,3,online_retail,US,web_chrome,0,21.65,2,125.18,1382,0,1,0,TXN105103
43.2,21,3,online_retail,US,mobile_app,0,21.88,1,92.77,2075,0,1,0,TXN105104
124.25,6,6,entertainment,US,web_chrome,0,8.66,2,102.06,950,0,0,0,TXN105105
41.71,15,2,fuel,IN,mobile_app,1,3.94,2,122.33,924,0,1,0,TXN105106
114.7,1,0,electronics,US,mobile_app,0,21.29,6,56.31,1334,0,0,0,TXN105107
96.81,11,0,entertainment,CA,web_safari,1,35.06,0,123.06,2290,0,1,0,TXN105108
78.89,14,2,utilities,US,pos_terminal,0,27.85,0,35.97,1522,1,1,0,TXN105109
19.16,5,4,online_retail,AU,web_chrome,1,57.18,4,91.99,1809,0,1,0,TXN105110
6.88,5,2,online_retail,NG,mobile_app,1,28.7,5,93.19,1350,0,0,0,TXN105111
150.49,14,5,online_retail,US,mobile_app,0,26.93,2,98.49,2333,0,1,0,TXN105112
83.7,20,6,utilities,US,mobile_app,0,48.05,1,104.33,2272,0,0,0,TXN105113
91.37,19,4,healthcare,GB,web_safari,1,36.45,2,132.67,1069,0,0,0,TXN105114
53.34,17,5,healthcare,US,web_chrome,0,59.63,3,117.53,282,0,0,0,TXN105115
91.49,9,0,restaurant,CA,web_chrome,1,12.42,5,42.24,2908,0,1,0,TXN105116
66.42,17,5,healthcare,GB,web_chrome,1,22.58,2,110.06,2064,0,1,0,TXN105117
103.91,15,0,healthcare,US,web_safari,0,19.82,1,107.51,651,0,1,0,TXN105118
74.53,16,6,jewelry,US,mobile_app,0,48.78,4,85.6,88,0,1,0,TXN105119
45.0,16,5,healthcare,GB,pos_terminal,1,30.31,1,42.32,2259,0,0,0,TXN105120
51.97,12,5,entertainment,US,atm,0,14.54,3,89.06,2941,0,1,0,TXN105121
81.53,6,3,jewelry,US,mobile_app,0,27.5,2,44.27,1987,0,1,0,TXN105122
196.54,14,0,entertainment,FR,mobile_app,1,37.42,4,106.05,2601,0,1,0,TXN105123
33.78,18,6,jewelry,US,mobile_app,0,17.94,1,78.62,724,0,1,0,TXN105124
122.94,17,4,online_retail,BR,mobile_app,1,8.71,4,91.48,789,0,1,0,TXN105125
201.44,10,0,travel,DE,mobile_app,1,5.37,3,111.59,1643,0,0,0,TXN105126
58.48,17,1,fuel,US,mobile_app,0,41.99,1,77.83,1371,0,1,0,TXN105127
28.22,11,3,online_retail,US,web_chrome,0,0.7,1,48.31,621,0,1,0,TXN105128
139.0,12,0,online_retail,US,web_chrome,0,1.93,1,103.1,924,0,1,0,TXN105129
21.43,21,5,grocery,US,web_safari,0,30.57,4,105.89,2886,0,0,0,TXN105130
225.09,11,4,healthcare,US,mobile_app,0,7.09,3,51.11,249,0,1,0,TXN105131
85.06,11,1,entertainment,US,mobile_app,0,26.22,5,96.08,1027,0,1,0,TXN105132
145.77,7,0,restaurant,US,mobile_app,0,0.22,2,91.17,1914,0,1,0,TXN105133
65.61,3,3,jewelry,GB,web_chrome,1,605.49,12,27.41,121,1,1,1,TXN105134
58.26,8,2,travel,IN,web_chrome,1,8.28,0,62.37,2461,0,1,0,TXN105135
41.97,9,5,online_retail,GB,atm,1,11.79,4,79.98,2676,0,0,0,TXN105136
74.8,16,0,online_retail,US,web_safari,0,8.42,1,70.13,1590,0,1,0,TXN105137
68.6,17,2,jewelry,SG,mobile_app,1,22.83,0,97.09,1466,0,1,0,TXN105138
672.31,0,3,electronics,GB,web_chrome,1,571.5,8,119.57,1909,1,0,1,TXN105139
49.8,17,6,travel,CA,mobile_app,1,2.07,4,76.96,850,0,0,0,TXN105140
176.29,9,2,fuel,US,web_safari,0,13.87,2,79.87,2235,0,0,0,TXN105141
111.54,20,5,restaurant,DE,web_chrome,1,4.55,1,89.52,2098,0,0,0,TXN105142
30.08,6,5,restaurant,GB,mobile_app,1,46.99,1,50.72,71,0,0,0,TXN105143
41.92,23,1,electronics,US,web_chrome,0,17.1,0,41.92,2363,0,1,0,TXN105144
84.06,13,2,utilities,IN,web_chrome,1,15.18,1,56.43,2128,0,0,0,TXN105145
90.94,17,2,restaurant,US,pos_terminal,0,18.84,4,116.31,2642,0,1,0,TXN105146
77.94,17,5,grocery,NG,web_chrome,1,48.86,2,111.51,2267,0,1,0,TXN105147
70.43,18,3,restaurant,AU,web_safari,1,18.43,3,94.57,2769,0,1,0,TXN105148
108.03,9,2,online_retail,GB,mobile_app,1,11.73,1,130.85,44,0,0,0,TXN105149
147.23,10,2,travel,US,atm,0,43.53,3,110.0,408,0,0,0,TXN105150
39.71,17,4,fuel,US,mobile_app,0,16.79,1,113.54,1996,0,1,0,TXN105151
197.79,11,0,electronics,US,mobile_app,0,28.68,1,95.19,2287,0,1,0,TXN105152
173.37,20,6,utilities,US,web_safari,0,25.83,1,112.93,591,0,0,0,TXN105153
68.71,6,6,entertainment,DE,atm,1,2.45,2,89.65,282,0,0,0,TXN105154
53.25,1,0,healthcare,US,web_chrome,0,20.12,3,114.46,2318,0,1,0,TXN105155
43.76,22,4,fuel,US,mobile_app,0,16.79,3,31.81,181,0,1,0,TXN105156
7.83,11,1,healthcare,US,mobile_app,0,19.09,1,105.47,981,0,1,0,TXN105157
78.6,7,6,online_retail,US,mobile_app,0,28.4,2,100.04,554,0,0,0,TXN105158
29.69,17,6,utilities,US,mobile_app,0,33.62,2,156.36,1420,0,1,0,TXN105159
91.79,14,0,healthcare,IN,mobile_app,1,25.24,2,61.2,1659,0,1,0,TXN105160
99.28,16,3,grocery,CA,mobile_app,1,5.93,1,53.51,2155,0,1,0,TXN105161
70.6,9,0,electronics,US,mobile_app,0,19.25,3,67.46,2033,0,0,0,TXN105162
182.93,21,5,fuel,US,mobile_app,0,1.55,1,57.57,388,0,0,0,TXN105163
87.41,13,6,grocery,CA,atm,1,14.12,0,21.84,855,0,1,0,TXN105164
215.99,10,0,restaurant,US,mobile_app,0,22.39,3,66.35,2657,0,0,0,TXN105165
42.14,9,3,travel,US,mobile_app,0,17.4,0,105.42,2939,0,0,0,TXN105166
44.92,21,6,grocery,US,mobile_app,0,21.0,2,107.85,764,0,1,0,TXN105167
1747.96,5,1,online_retail,IN,web_chrome,1,80.61,5,96.86,68,0,0,1,TXN105168
219.46,19,4,healthcare,AU,mobile_app,1,8.5,0,54.1,353,0,1,0,TXN105169
72.94,9,5,healthcare,US,mobile_app,0,8.94,1,53.29,2979,0,0,0,TXN105170
78.46,12,6,entertainment,GB,web_chrome,1,25.13,1,82.35,1224,0,0,0,TXN105171
599.12,22,2,online_retail,AU,web_chrome,1,891.35,5,50.96,344,0,0,1,TXN105172
19.19,16,5,healthcare,FR,web_chrome,1,3.6,8,81.6,2169,0,1,0,TXN105173
93.57,11,6,entertainment,US,web_chrome,0,12.35,1,65.65,1836,1,0,0,TXN105174
16.32,13,0,online_retail,US,atm,0,6.48,2,82.06,838,0,1,0,TXN105175
84.44,6,0,electronics,US,mobile_app,0,1.67,4,65.54,1867,0,0,0,TXN105176
50.66,14,4,restaurant,US,web_chrome,0,12.16,0,55.67,505,0,0,0,TXN105177
54.99,10,1,online_retail,US,mobile_app,0,23.45,2,103.06,1496,0,1,0,TXN105178
6.35,19,3,utilities,FR,web_safari,1,43.99,1,55.52,617,0,1,0,TXN105179
20.11,21,3,electronics,US,pos_terminal,0,19.16,3,131.32,392,0,1,0,TXN105180
47.98,21,0,restaurant,GB,mobile_app,1,5.99,1,77.58,1696,0,1,0,TXN105181
76.65,8,1,restaurant,BR,mobile_app,1,20.45,3,96.51,2576,0,1,0,TXN105182
5.51,13,2,electronics,US,web_chrome,0,20.46,3,87.54,1974,0,0,0,TXN105183
60.97,17,2,utilities,US,mobile_app,0,0.64,1,93.35,179,0,0,0,TXN105184
41.27,4,4,entertainment,IN,atm,1,13.71,2,121.5,2220,0,1,0,TXN105185
57.45,7,2,healthcare,US,mobile_app,0,7.11,2,61.08,2336,0,0,0,TXN105186
69.96,9,0,fuel,FR,web_chrome,1,16.67,3,36.84,2087,0,1,0,TXN105187
49.41,12,4,travel,IN,web_safari,1,23.96,3,65.99,2472,0,0,0,TXN105188
181.24,15,2,online_retail,US,mobile_app,0,18.76,2,99.24,1233,0,0,0,TXN105189
79.9,13,0,online_retail,IN,web_chrome,1,26.51,3,30.82,838,0,1,0,TXN105190
131.85,19,6,travel,US,web_safari,0,53.53,0,55.42,2064,0,0,0,TXN105191
78.44,10,1,electronics,CA,web_chrome,1,22.91,2,31.08,1574,0,0,0,TXN105192
42.93,17,4,healthcare,US,mobile_app,0,32.16,3,56.58,101,0,1,0,TXN105193
51.52,19,2,fuel,US,mobile_app,0,22.76,5,81.59,2334,0,1,0,TXN105194
74.6,2,0,travel,US,mobile_app,0,22.4,3,58.81,2483,0,1,0,TXN105195
65.89,19,5,utilities,US,web_safari,0,34.41,0,100.35,378,0,0,0,TXN105196
20.48,14,0,restaurant,SG,mobile_app,1,22.03,0,35.68,1234,0,1,0,TXN105197
141.49,12,0,jewelry,DE,mobile_app,1,5.31,0,115.51,1919,0,1,0,TXN105198
1.29,9,3,restaurant,BR,atm,1,31.74,1,60.08,973,0,1,0,TXN105199
182.28,19,3,jewelry,SG,web_chrome,1,9.75,1,88.44,314,0,0,0,TXN105200
78.47,15,4,grocery,US,mobile_app,0,3.14,2,96.12,96,0,1,0,TXN105201
107.06,12,2,electronics,US,mobile_app,0,13.52,1,50.73,2167,0,0,0,TXN105202
196.14,14,2,electronics,IN,mobile_app,1,42.35,1,66.46,1986,0,0,0,TXN105203
84.46,15,0,entertainment,US,mobile_app,0,25.47,1,91.86,670,0,0,0,TXN105204
184.7,20,1,fuel,US,web_chrome,0,16.06,1,103.01,1336,0,0,0,TXN105205
119.59,19,6,fuel,US,mobile_app,0,50.12,3,32.04,1213,0,1,0,TXN105206
14.49,15,2,online_retail,IN,web_chrome,1,7.37,2,133.88,2919,0,0,0,TXN105207
190.31,16,4,restaurant,US,web_chrome,0,7.38,1,62.7,288,0,1,0,TXN105208
66.72,8,3,fuel,US,web_chrome,0,10.83,4,63.9,140,0,0,0,TXN105209
36.32,14,5,restaurant,SG,web_safari,1,29.5,1,93.5,2991,0,1,0,TXN105210
51.53,10,5,utilities,DE,web_chrome,1,42.17,2,56.17,422,0,0,0,TXN105211
84.23,14,5,utilities,US,mobile_app,0,34.84,2,31.39,238,0,0,0,TXN105212
192.28,21,4,utilities,US,mobile_app,0,13.18,1,65.25,101,0,1,0,TXN105213
22.42,20,6,entertainment,US,web_chrome,0,15.16,1,68.55,781,0,0,0,TXN105214
52.8,7,4,restaurant,DE,mobile_app,1,46.55,1,111.32,2064,0,0,0,TXN105215
69.65,7,5,jewelry,FR,atm,1,17.92,2,153.04,2115,0,1,0,TXN105216
121.38,21,0,fuel,IN,mobile_app,1,39.11,2,114.19,2466,0,1,0,TXN105217
70.32,11,6,online_retail,US,mobile_app,0,13.67,2,112.45,1561,0,1,0,TXN105218
21.43,13,1,entertainment,US,mobile_app,0,6.21,1,98.8,1087,0,0,0,TXN105219
119.74,12,2,jewelry,IN,mobile_app,1,22.85,3,90.41,1780,1,0,0,TXN105220
120.44,19,4,electronics,AU,mobile_app,1,0.48,1,69.91,2000,0,1,0,TXN105221
148.45,15,0,healthcare,US,mobile_app,0,21.22,3,65.95,2025,0,0,0,TXN105222
43.52,17,5,jewelry,NG,pos_terminal,1,16.51,2,89.91,1917,0,1,0,TXN105223
96.7,19,0,travel,SG,web_chrome,1,12.82,0,104.49,2975,1,0,0,TXN105224
119.39,18,2,grocery,AU,web_chrome,1,4.12,1,120.93,297,0,1,0,TXN105225
88.08,20,6,travel,US,web_safari,0,33.98,0,97.79,1188,0,1,0,TXN105226
53.87,19,0,entertainment,BR,mobile_app,1,0.42,3,106.63,268,1,0,0,TXN105227
263.94,16,2,online_retail,GB,atm,1,32.1,1,116.42,2517,0,1,0,TXN105228
27.5,4,5,restaurant,DE,mobile_app,1,18.76,3,43.63,763,0,0,0,TXN105229
108.99,7,0,online_retail,GB,pos_terminal,1,13.08,4,81.35,1403,0,0,0,TXN105230
54.97,13,1,entertainment,CA,pos_terminal,1,28.83,0,41.06,2384,0,1,0,TXN105231
17.78,17,6,healthcare,US,web_chrome,0,47.85,1,94.92,955,0,1,0,TXN105232
58.48,7,3,travel,US,web_safari,0,15.45,4,107.79,1413,0,1,0,TXN105233
431.33,3,0,electronics,CA,web_chrome,1,227.38,8,96.58,1591,0,0,1,TXN105234
16.46,9,1,online_retail,US,web_chrome,0,2.37,0,117.66,130,0,0,0,TXN105235
211.6,17,3,entertainment,BR,pos_terminal,1,35.5,2,110.74,2610,0,1,0,TXN105236
68.97,8,0,healthcare,US,web_chrome,0,13.19,0,91.34,2090,0,1,0,TXN105237
116.31,18,5,entertainment,US,web_chrome,0,5.96,2,52.92,597,0,1,0,TXN105238
43.24,10,3,healthcare,AU,mobile_app,1,24.86,0,112.79,821,0,1,0,TXN105239
118.88,13,2,entertainment,NG,mobile_app,1,31.88,1,100.74,836,0,1,0,TXN105240
47.84,12,5,utilities,DE,mobile_app,1,2.38,1,48.03,2896,0,0,0,TXN105241
50.9,17,1,restaurant,US,web_chrome,0,22.38,1,93.17,597,0,1,0,TXN105242
50.44,10,0,entertainment,US,mobile_app,0,41.77,0,98.21,2169,0,0,0,TXN105243
30.82,20,1,utilities,US,mobile_app,0,23.18,3,119.29,2295,0,1,0,TXN105244
96.81,9,0,travel,US,pos_terminal,0,28.98,0,58.24,315,0,1,0,TXN105245
72.99,10,2,electronics,US,web_chrome,0,8.83,1,128.14,721,0,1,0,TXN105246
53.62,12,2,travel,CA,web_safari,1,40.45,3,105.58,2621,0,0,0,TXN105247
42.35,20,4,utilities,US,mobile_app,0,14.75,4,123.75,1237,0,1,0,TXN105248
74.07,21,0,restaurant,US,mobile_app,0,11.23,1,66.27,2179,0,0,0,TXN105249
288.22,2,1,jewelry,BR,web_safari,1,109.19,1,36.62,2915,1,0,1,TXN105250
114.73,1,5,restaurant,US,mobile_app,0,25.51,2,55.58,1505,0,0,0,TXN105251
107.76,20,5,travel,US,mobile_app,0,11.95,3,120.11,1444,0,1,0,TXN105252
